iter	Passed	Remaining
1697	5886	4513
1698	5890	4510
1699	5894	4507
1700	5898	4504
1701	5901	4500
1702	5905	4497
1703	5908	4494
1704	5915	4493
1705	5919	4489
1706	5923	4486
1707	5928	4484
1708	5935	4483
1709	5939	4480
1710	5943	4477
1711	5947	4474
1712	5951	4471
1713	5954	4467
1714	5958	4464
1715	5960	4460
1716	5964	4456
1717	5967	4453
1718	5971	4449
1719	5976	4447
1720	5979	4444
1721	5983	4440
1722	5987	4437
1723	5991	4434
1724	5996	4432
1725	6001	4429
1726	6005	4426
1727	6008	4423
1728	6012	4419
1729	6015	4416
1730	6019	4413
1731	6023	4409
1732	6027	4406
1733	6030	4402
1734	6033	4399
1735	6037	4395
1736	6040	4392
1737	6047	4390
1738	6050	4387
1739	6055	4384
1740	6059	4382
1741	6063	4378
1742	6066	4375
1743	6072	4372
1744	6076	4370
1745	6081	4368
1746	6085	4364
1747	6089	4361
1748	6093	4358
1749	6097	4355
1750	6100	4351
1751	6103	4347
1752	6107	4344
1753	6110	4340
1754	6113	4337
1755	6117	4333
1756	6120	4329
1757	6123	4326
1758	6127	4322
1759	6130	4319
1760	6134	4316
1761	6137	4312
1762	6142	4309
1763	6145	4305
1764	6148	4302
1765	6151	4298
1766	6155	4295
1767	6159	4292
1768	6163	4288
1769	6166	4285
1770	6169	4281
1771	6173	4278
1772	6177	4275
1773	6181	4271
1774	6184	4268
1775	6187	4264
1776	6191	4261
1777	6194	4257
1778	6198	4254
1779	6202	4250
1780	6205	4247
1781	6209	4244
1782	6213	4240
1783	6217	4237
1784	6221	4234
1785	6224	4230
1786	6227	4227
1787	6230	4223
1788	6234	4220
1789	6238	4216
1790	6241	4213
1791	6245	4210
1792	6249	4206
1793	6252	4203
1794	6256	4199
1795	6260	4196
1796	6263	4193
1797	6267	4190
1798	6271	4186
1799	6274	4183
1800	6278	4180
1801	6283	4177
1802	6287	4173
1803	6290	4170
1804	6293	4166
1805	6297	4163
1806	6300	4159
1807	6303	4155
1808	6307	4152
1809	6310	4149
1810	6314	4145
1811	6317	4141
1812	6320	4138
1813	6323	4134
1814	6326	4130
1815	6330	4127
1816	6333	4123
1817	6337	4120
1818	6341	4117
1819	6344	4113
1820	6347	4109
1821	6351	4106
1822	6354	4102
1823	6357	4098
1824	6361	4095
1825	6364	4091
1826	6367	4088
1827	6370	4084
1828	6374	4081
1829	6378	4077
1830	6381	4074
1831	6385	4070
1832	6388	4067
1833	6392	4064
1834	6396	4061
1835	6400	4057
1836	6403	4054
1837	6406	4050
1838	6410	4046
1839	6413	4043
1840	6416	4039
1841	6420	4036
1842	6423	4032
1843	6426	4028
1844	6429	4025
1845	6432	4021
1846	6436	4017
1847	6439	4014
1848	6442	4010
1849	6446	4007
1850	6449	4003
1851	6453	4000
1852	6456	3996
1853	6460	3993
1854	6465	3990
1855	6468	3987
1856	6472	3983
1857	6475	3980
1858	6479	3976
1859	6482	3973
1860	6486	3969
1861	6489	3966
1862	6493	3962
1863	6497	3959
1864	6500	3956
1865	6504	3952
1866	6507	3949
1867	6510	3945
1868	6513	3941
1869	6517	3938
1870	6520	3934
1871	6523	3931
1872	6527	3927
1873	6530	3924
1874	6534	3920
1875	6538	3917
1876	6541	3913
1877	6544	3909
1878	6548	3906
1879	6552	3903
1880	6556	3900
1881	6559	3896
1882	6563	3893
1883	6567	3890
1884	6570	3886
1885	6574	3883
1886	6578	3879
1887	6581	3876
1888	6585	3873
1889	6589	3869
1890	6592	3866
1891	6595	3862
1892	6598	3858
1893	6602	3855
1894	6605	3851
1895	6608	3847
1896	6611	3844
1897	6614	3840
1898	6618	3837
1899	6621	3833
1900	6624	3829
1901	6627	3826
1902	6631	3822
1903	6634	3818
1904	6637	3815
1905	6641	3811
1906	6644	3808
1907	6647	3804
1908	6650	3801
1909	6654	3797
1910	6657	3793
1911	6661	3790
1912	6667	3788
1913	6671	3785
1914	6676	3783
1915	6680	3779
1916	6684	3776
1917	6687	3772
1918	6691	3769
1919	6695	3766
1920	6698	3762
1921	6701	3758
1922	6705	3755
1923	6708	3751
1924	6711	3748
1925	6715	3744
1926	6719	3741
1927	6722	3738
1928	6726	3734
1929	6730	3731
1930	6734	3727
1931	6738	3725
1932	6741	3721
1933	6745	3718
1934	6748	3714
1935	6751	3710
1936	6755	3707
1937	6758	3703
1938	6761	3700
1939	6765	3696
1940	6768	3693
1941	6772	3689
1942	6776	3686
1943	6779	3682
1944	6783	3679
1945	6786	3675
1946	6789	3672
1947	6792	3668
1948	6796	3664
1949	6799	3661
1950	6802	3657
1951	6806	3654
1952	6809	3650
1953	6812	3646
1954	6816	3643
1955	6820	3640
1956	6823	3636
1957	6827	3633
1958	6831	3630
1959	6834	3626
1960	6837	3622
1961	6840	3619
1962	6844	3615
1963	6847	3611
1964	6850	3608
1965	6853	3604
1966	6857	3601
1967	6861	3598
1968	6864	3594
1969	6868	3591
1970	6872	3588
1971	6876	3584
1972	6880	3581
1973	6886	3579
1974	6890	3575
1975	6894	3572
1976	6898	3569
1977	6902	3566
1978	6908	3564
1979	6911	3560
1980	6916	3557
1981	6920	3554
1982	6924	3551
1983	6928	3548
1984	6932	3544
1985	6937	3541
1986	6940	3538
1987	6945	3535
1988	6949	3532
1989	6953	3529
1990	6957	3525
1991	6960	3522
1992	6964	3519
1993	6968	3515
1994	6972	3512
1995	6976	3509
1996	6979	3505
1997	6987	3504
1998	6993	3501
1999	6997	3498
2000	7001	3495
2001	7004	3491
2002	7008	3488
2003	7012	3485
2004	7017	3482
2005	7021	3479
2006	7027	3476
2007	7031	3473
2008	7036	3470
2009	7040	3467
2010	7044	3464
2011	7048	3461
2012	7056	3460
2013	7061	3457
2014	7066	3454
2015	7072	3451
2016	7076	3448
2017	7080	3445
2018	7083	3441
2019	7087	3438
2020	7092	3435
2021	7096	3432
2022	7100	3429
2023	7103	3425
2024	7109	3422
2025	7112	3419
2026	7116	3415
2027	7120	3412
2028	7124	3409
2029	7128	3406
2030	7133	3403
2031	7136	3399
2032	7139	3396
2033	7143	3392
2034	7147	3389
2035	7150	3385
2036	7158	3384
2037	7162	3380
2038	7166	3377
2039	7170	3374
2040	7174	3370
2041	7178	3367
2042	7181	3364
2043	7184	3360
2044	7188	3357
2045	7192	3353
2046	7196	3350
2047	7199	3346
2048	7204	3343
2049	7207	3339
2050	7210	3336
2051	7214	3333
2052	7218	3329
2053	7222	3326
2054	7225	3322
2055	7229	3319
2056	7232	3315
2057	7236	3312
2058	7239	3308
2059	7243	3305
2060	7246	3301
2061	7250	3298
2062	7255	3295
2063	7260	3292
2064	7264	3289
2065	7267	3285
2066	7270	3281
2067	7275	3278
2068	7278	3275
2069	7281	3271
2070	7284	3267
2071	7287	3264
2072	7291	3260
2073	7294	3256
2074	7298	3253
2075	7301	3249
2076	7305	3246
2077	7309	3243
2078	7313	3239
2079	7317	3236
2080	7320	3232
2081	7323	3229
2082	7327	3225
2083	7330	3222
2084	7333	3218
2085	7337	3214
2086	7341	3211
2087	7344	3207
2088	7348	3204
2089	7351	3201
2090	7355	3197
2091	7358	3193
2092	7364	3191
2093	7368	3187
2094	7371	3184
2095	7376	3181
2096	7379	3177
2097	7383	3174
2098	7386	3170
2099	7390	3167
2100	7394	3163
2101	7397	3160
2102	7401	3157
2103	7405	3153
2104	7408	3149
2105	7412	3146
2106	7416	3143
2107	7421	3140
2108	7425	3137
2109	7429	3133
2110	7433	3130
2111	7437	3127
2112	7445	3125
2113	7448	3121
2114	7452	3118
2115	7457	3115
2116	7461	3112
2117	7468	3110
2118	7473	3107
2119	7476	3103
2120	7480	3100
2121	7489	3098
2122	7492	3095
2123	7499	3093
2124	7504	3090
2125	7508	3086
2126	7511	3083
2127	7514	3079
2128	7518	3075
2129	7522	3072
2130	7527	3069
2131	7531	3066
2132	7534	3062
2133	7537	3058
2134	7542	3055
2135	7546	3052
2136	7550	3049
2137	7553	3045
2138	7558	3042
2139	7564	3040
2140	7568	3036
2141	7575	3034
2142	7580	3031
2143	7584	3028
2144	7588	3024
2145	7592	3021
2146	7597	3018
2147	7601	3014
2148	7604	3011
2149	7608	3008
2150	7612	3004
2151	7616	3001
2152	7620	2997
2153	7624	2994
2154	7628	2991
2155	7632	2987
2156	7636	2984
2157	7639	2980
2158	7643	2977
2159	7650	2975
2160	7655	2972
2161	7660	2969
2162	7663	2965
2163	7667	2962
2164	7671	2958
2165	7674	2954
2166	7677	2951
2167	7681	2947
2168	7686	2944
2169	7690	2941
2170	7693	2937
2171	7697	2934
2172	7700	2930
2173	7704	2927
2174	7707	2923
2175	7711	2920
2176	7714	2916
2177	7718	2912
2178	7721	2909
2179	7724	2905
2180	7728	2902
2181	7731	2898
2182	7734	2894
2183	7738	2891
2184	7741	2887
2185	7744	2883
2186	7748	2880
2187	7752	2876
2188	7756	2873
2189	7759	2870
2190	7763	2866
2191	7766	2862
2192	7770	2859
2193	7773	2855
2194	7777	2852
2195	7780	2848
2196	7783	2844
2197	7786	2841
2198	7790	2837
2199	7794	2834
2200	7797	2830
2201	7800	2826
2202	7803	2823
2203	7806	2819
2204	7810	2815
2205	7813	2812
2206	7816	2808
2207	7820	2805
2208	7823	2801
2209	7827	2798
2210	7830	2794
2211	7833	2790
2212	7837	2787
2213	7841	2783
2214	7844	2780
2215	7848	2776
2216	7852	2773
2217	7855	2769
2218	7859	2766
2219	7864	2763
2220	7867	2759
2221	7870	2755
2222	7873	2752
2223	7877	2748
2224	7880	2744
2225	7883	2741
2226	7887	2737
2227	7891	2734
2228	7895	2730
2229	7897	2727
2230	7901	2723
2231	7904	2719
2232	7908	2716
2233	7911	2712
2234	7914	2709
2235	7917	2705
2236	7921	2701
2237	7924	2698
2238	7928	2694
2239	7932	2691
2240	7936	2687
2241	7939	2684
2242	7942	2680
2243	7946	2677
2244	7949	2673
2245	7952	2669
2246	7956	2666
2247	7960	2662
2248	7964	2659
2249	7968	2656
2250	7971	2652
2251	7974	2648
2252	7977	2645
2253	7981	2641
2254	7984	2637
2255	7987	2634
2256	7991	2630
2257	7994	2627
2258	7998	2623
2259	8002	2620
2260	8005	2616
2261	8008	2612
2262	8011	2609
2263	8015	2605
2264	8018	2601
2265	8022	2598
2266	8026	2595
2267	8029	2591
2268	8032	2587
2269	8036	2584
2270	8039	2580
2271	8043	2577
2272	8046	2573
2273	8050	2570
2274	8053	2566
2275	8058	2563
2276	8063	2560
2277	8066	2556
2278	8069	2553
2279	8072	2549
2280	8076	2545
2281	8079	2542
2282	8082	2538
2283	8086	2534
2284	8089	2531
2285	8093	2527
2286	8096	2524
2287	8099	2520
2288	8103	2516
2289	8106	2513
2290	8108	2509
2291	8112	2505
2292	8115	2502
2293	8119	2498
2294	8122	2495
2295	8125	2491
2296	8128	2487
2297	8131	2484
2298	8134	2480
2299	8137	2476
2300	8140	2473
2301	8144	2469
2302	8147	2465
2303	8151	2462
2304	8154	2458
2305	8158	2455
2306	8161	2451
2307	8165	2448
2308	8169	2444
2309	8172	2441
2310	8175	2437
2311	8178	2433
2312	8182	2430
2313	8185	2426
2314	8187	2422
2315	8191	2419
2316	8195	2415
2317	8198	2412
2318	8201	2408
2319	8204	2404
2320	8207	2401
2321	8211	2397
2322	8214	2393
2323	8217	2390
2324	8221	2386
2325	8224	2383
2326	8227	2379
2327	8231	2376
2328	8235	2372
2329	8238	2369
2330	8242	2365
2331	8245	2361
2332	8249	2358
2333	8252	2354
2334	8256	2351
2335	8259	2347
2336	8263	2344
2337	8266	2340
2338	8270	2337
2339	8273	2333
2340	8277	2330
2341	8280	2326
2342	8283	2322
2343	8288	2319
2344	8292	2316
2345	8295	2312
2346	8298	2308
2347	8301	2305
2348	8305	2301
2349	8308	2298
2350	8311	2294
2351	8315	2290
2352	8318	2287
2353	8321	2283
2354	8325	2280
2355	8328	2276
2356	8331	2272
2357	8334	2269
2358	8338	2265
2359	8341	2262
2360	8345	2258
2361	8348	2255
2362	8352	2251
2363	8356	2248
2364	8360	2244
2365	8363	2241
2366	8366	2237
2367	8369	2233
2368	8373	2230
2369	8376	2226
2370	8380	2223
2371	8383	2219
2372	8388	2216
2373	8392	2213
2374	8396	2209
2375	8399	2205
2376	8402	2202
2377	8405	2198
2378	8408	2195
2379	8412	2191
2380	8415	2187
2381	8418	2184
2382	8422	2180
2383	8425	2177
2384	8430	2173
2385	8434	2170
2386	8437	2166
2387	8441	2163
2388	8445	2159
2389	8449	2156
2390	8452	2153
2391	8456	2149
2392	8459	2145
2393	8463	2142
2394	8466	2138
2395	8470	2135
2396	8473	2131
2397	8477	2128
2398	8481	2124
2399	8485	2121
2400	8489	2117
2401	8492	2114
2402	8496	2110
2403	8500	2107
2404	8503	2103
2405	8507	2100
2406	8511	2096
2407	8514	2093
2408	8517	2089
2409	8520	2086
2410	8523	2082
2411	8527	2078
2412	8530	2075
2413	8534	2071
2414	8538	2068
2415	8542	2064
2416	8546	2061
2417	8549	2057
2418	8553	2054
2419	8558	2051
2420	8561	2047
2421	8565	2044
2422	8568	2040
2423	8571	2036
2424	8574	2033
2425	8577	2029
2426	8581	2025
2427	8584	2022
2428	8587	2018
2429	8590	2015
2430	8594	2011
2431	8597	2008
2432	8601	2004
2433	8604	2000
2434	8608	1997
2435	8612	1993
2436	8615	1990
2437	8618	1986
2438	8622	1983
2439	8625	1979
2440	8628	1976
2441	8633	1972
2442	8636	1969
2443	8640	1965
2444	8645	1962
2445	8648	1958
2446	8651	1955
2447	8654	1951
2448	8657	1947
2449	8660	1944
2450	8663	1940
2451	8667	1937
2452	8671	1933
2453	8674	1930
2454	8678	1926
2455	8681	1922
2456	8684	1919
2457	8688	1915
2458	8691	1912
2459	8694	1908
2460	8697	1904
2461	8700	1901
2462	8703	1897
2463	8707	1894
2464	8710	1890
2465	8714	1887
2466	8717	1883
2467	8721	1879
2468	8724	1876
2469	8727	1872
2470	8731	1869
2471	8734	1865
2472	8737	1861
2473	8740	1858
2474	8744	1854
2475	8747	1851
2476	8750	1847
2477	8754	1844
2478	8758	1840
2479	8761	1837
2480	8764	1833
2481	8768	1829
2482	8771	1826
2483	8774	1822
2484	8777	1819
2485	8780	1815
2486	8783	1811
2487	8786	1808
2488	8790	1804
2489	8793	1801
2490	8796	1797
2491	8799	1793
2492	8803	1790
2493	8806	1786
2494	8810	1783
2495	8813	1779
2496	8816	1776
2497	8820	1772
2498	8823	1768
2499	8827	1765
2500	8830	1761
2501	8834	1758
2502	8838	1754
2503	8841	1751
2504	8844	1747
2505	8847	1744
2506	8850	1740
2507	8853	1736
2508	8857	1733
2509	8861	1729
2510	8864	1726
2511	8867	1722
2512	8871	1719
2513	8874	1715
2514	8877	1712
2515	8881	1708
2516	8884	1704
2517	8888	1701
2518	8891	1697
2519	8894	1694
2520	8897	1690
2521	8901	1687
2522	8904	1683
2523	8907	1679
2524	8911	1676
2525	8915	1672
2526	8918	1669
2527	8921	1665
2528	8924	1662
2529	8927	1658
2530	8930	1654
2531	8934	1651
2532	8937	1647
2533	8941	1644
2534	8944	1640
2535	8946	1636
2536	8950	1633
2537	8953	1629
2538	8956	1626
2539	8959	1622
2540	8963	1619
2541	8966	1615
2542	8969	1611
2543	8972	1608
2544	8975	1604
2545	8978	1601
2546	8982	1597
2547	8985	1593
2548	8988	1590
2549	8991	1586
2550	8995	1583
2551	8998	1579
2552	9001	1576
2553	9005	1572
2554	9008	1569
2555	9012	1565
2556	9015	1561
2557	9019	1558
2558	9024	1555
2559	9029	1551
2560	9034	1548
2561	9037	1545
2562	9041	1541
2563	9044	1538
2564	9048	1534
2565	9051	1530
2566	9055	1527
2567	9058	1523
2568	9062	1520
2569	9066	1516
2570	9069	1513
2571	9073	1509
2572	9078	1506
2573	9081	1503
2574	9085	1499
2575	9089	1496
2576	9092	1492
2577	9097	1489
2578	9100	1485
2579	9105	1482
2580	9108	1478
2581	9112	1475
2582	9115	1471
2583	9118	1467
2584	9123	1464
2585	9126	1461
2586	9131	1457
2587	9135	1454
2588	9141	1451
2589	9144	1447
2590	9149	1444
2591	9152	1440
2592	9156	1437
2593	9159	1433
2594	9163	1430
2595	9166	1426
2596	9169	1422
2597	9173	1419
2598	9176	1415
2599	9180	1412
2600	9183	1408
2601	9186	1405
2602	9190	1401
2603	9194	1398
2604	9198	1394
2605	9201	1391
2606	9204	1387
2607	9208	1384
2608	9211	1380
2609	9215	1377
2610	9219	1373
2611	9223	1370
2612	9226	1366
2613	9230	1362
2614	9233	1359
2615	9237	1355
2616	9241	1352
2617	9244	1348
2618	9247	1345
2619	9251	1341
2620	9254	1338
2621	9257	1334
2622	9261	1331
2623	9264	1327
2624	9267	1323
2625	9271	1320
2626	9274	1316
2627	9277	1313
2628	9281	1309
2629	9284	1306
2630	9287	1302
2631	9291	1299
2632	9295	1295
2633	9298	1292
2634	9302	1288
2635	9305	1284
2636	9308	1281
2637	9311	1277
2638	9315	1274
2639	9319	1270
2640	9323	1267
2641	9326	1263
2642	9331	1260
2643	9335	1256
2644	9338	1253
2645	9341	1249
2646	9345	1246
2647	9349	1242
2648	9352	1239
2649	9355	1235
2650	9358	1232
2651	9362	1228
2652	9365	1224
2653	9370	1221
2654	9373	1217
2655	9376	1214
2656	9380	1210
2657	9383	1207
2658	9387	1203
2659	9390	1200
2660	9393	1196
2661	9396	1193
2662	9400	1189
2663	9403	1186
2664	9406	1182
2665	9410	1178
2666	9413	1175
2667	9417	1171
2668	9421	1168
2669	9425	1164
2670	9429	1161
2671	9432	1157
2672	9436	1154
2673	9439	1150
2674	9443	1147
2675	9446	1143
2676	9450	1140
2677	9453	1136
2678	9456	1133
2679	9460	1129
2680	9463	1126
2681	9466	1122
2682	9470	1118
2683	9474	1115
2684	9477	1111
2685	9480	1108
2686	9484	1104
2687	9487	1101
2688	9490	1097
2689	9494	1094
2690	9497	1090
2691	9500	1087
2692	9503	1083
2693	9507	1079
2694	9510	1076
2695	9514	1072
2696	9518	1069
2697	9521	1065
2698	9525	1062
2699	9528	1058
2700	9532	1055
2701	9535	1051
2702	9539	1048
2703	9542	1044
2704	9545	1041
2705	9549	1037
2706	9552	1033
2707	9555	1030
2708	9559	1026
2709	9562	1023
2710	9565	1019
2711	9569	1016
2712	9573	1012
2713	9577	1009
2714	9580	1005
2715	9583	1002
2716	9587	998
2717	9590	995
2718	9594	991
2719	9597	987
2720	9600	984
2721	9604	980
2722	9607	977
2723	9611	973
2724	9614	970
2725	9618	966
2726	9621	963
2727	9625	959
2728	9628	956
2729	9632	952
2730	9636	949
2731	9640	945
2732	9643	942
2733	9646	938
2734	9650	935
2735	9653	931
2736	9657	927
2737	9660	924
2738	9663	920
2739	9667	917
2740	9670	913
2741	9674	910
2742	9677	906
2743	9680	903
2744	9684	899
2745	9687	896
2746	9691	892
2747	9694	889
2748	9697	885
2749	9701	881
2750	9704	878
2751	9707	874
2752	9711	871
2753	9715	867
2754	9719	864
2755	9723	860
2756	9726	857
2757	9730	853
2758	9735	850
2759	9738	846
2760	9742	843
2761	9745	839
2762	9749	836
2763	9752	832
2764	9755	829
2765	9758	825
2766	9762	822
2767	9765	818
2768	9769	815
2769	9773	811
2770	9776	807
2771	9780	804
2772	9783	800
2773	9800	798
2774	9805	795
2775	9811	791
2776	9819	788
2777	9823	785
2778	9827	781
2779	9831	778
2780	9834	774
2781	9837	770
2782	9841	767
2783	9846	763
2784	9851	760
2785	9855	757
2786	9860	753
2787	9865	750
2788	9868	746
2789	9875	743
2790	9879	739
2791	9884	736
2792	9889	732
2793	9893	729
2794	9897	725
2795	9901	722
2796	9905	718
2797	9909	715
2798	9914	711
2799	9918	708
2800	9921	704
2801	9926	701
2802	9931	697
2803	9935	694
2804	9939	690
2805	9946	687
2806	9953	684
2807	9958	680
2808	9962	677
2809	9970	674
2810	9975	670
2811	9979	667
2812	9985	663
2813	9990	660
2814	9994	656
2815	10000	653
2816	10004	649
2817	10009	646
2818	10013	642
2819	10018	639
2820	10022	635
2821	10026	632
2822	10032	629
2823	10036	625
2824	10040	621
2825	10044	618
2826	10048	614
2827	10052	611
2828	10056	607
2829	10060	604
2830	10064	600
2831	10068	597
2832	10071	593
2833	10075	590
2834	10081	586
2835	10085	583
2836	10089	579
2837	10093	576
2838	10096	572
2839	10100	569
2840	10104	565
2841	10108	561
2842	10113	558
2843	10117	554
2844	10120	551
2845	10124	547
2846	10128	544
2847	10131	540
2848	10135	537
2849	10138	533
2850	10142	530
2851	10145	526
2852	10149	522
2853	10153	519
2854	10158	515
2855	10161	512
2856	10166	508
2857	10169	505
2858	10172	501
2859	10176	498
2860	10180	494
2861	10184	491
2862	10187	487
2863	10191	483
2864	10195	480
2865	10199	476
2866	10202	473
2867	10207	469
2868	10211	466
2869	10216	462
2870	10219	459
2871	10222	455
2872	10226	452
2873	10229	448
2874	10233	444
2875	10236	441
2876	10240	437
2877	10243	434
2878	10247	430
2879	10250	427
2880	10254	423
2881	10257	419
2882	10261	416
2883	10264	412
2884	10268	409
2885	10271	405
2886	10275	402
2887	10278	398
2888	10282	395
2889	10286	391
2890	10290	387
2891	10293	384
2892	10296	380
2893	10299	377
2894	10303	373
2895	10306	370
2896	10309	366
2897	10312	362
2898	10316	359
2899	10319	355
2900	10322	352
2901	10324	348
2902	10328	345
2903	10331	341
2904	10335	337
2905	10339	334
2906	10344	330
2907	10347	327
2908	10351	323
2909	10355	320
2910	10358	316
2911	10361	313
2912	10365	309
2913	10369	306
2914	10372	302
2915	10375	298
2916	10378	295
2917	10381	291
2918	10384	288
2919	10388	284
2920	10392	281
2921	10396	277
2922	10400	273
2923	10404	270
2924	10408	266
2925	10411	263
2926	10414	259
2927	10417	256
2928	10421	252
2929	10424	249
2930	10428	245
2931	10431	241
2932	10434	238
2933	10437	234
2934	10440	231
2935	10443	227
2936	10447	224
2937	10450	220
2938	10453	216
2939	10456	213
2940	10460	209
2941	10463	206
2942	10466	202
2943	10470	199
2944	10474	195
2945	10477	192
2946	10481	188
2947	10484	184
2948	10487	181
2949	10491	177
2950	10494	174
2951	10497	170
2952	10500	167
2953	10504	163
2954	10507	160
2955	10510	156
2956	10513	152
2957	10516	149
2958	10519	145
2959	10523	142
2960	10526	138
2961	10530	135
2962	10534	131
2963	10537	127
2964	10540	124
2965	10544	120
2966	10547	117
2967	10550	113
2968	10553	110
2969	10557	106
2970	10560	103
2971	10563	99
2972	10566	95
2973	10570	92
2974	10573	88
2975	10577	85
2976	10580	81
2977	10583	78
2978	10586	74
2979	10590	71
2980	10593	67
2981	10597	63
2982	10601	60
2983	10604	56
2984	10608	53
2985	10612	49
2986	10615	46
2987	10619	42
2988	10622	39
2989	10625	35
2990	10628	31
2991	10632	28
2992	10635	24
2993	10638	21
2994	10642	17
2995	10645	14
2996	10649	10
2997	10652	7
2998	10655	3
2999	10658	0
