iter	RMSE
1666	12127.76975
1667	12122.71094
1668	12121.84339
1669	12119.55897
1670	12083.9811
1671	12083.22732
1672	12077.21357
1673	12067.26856
1674	12067.22719
1675	12060.45413
1676	12060.34516
1677	12050.37611
1678	12045.29329
1679	12040.94235
1680	12037.08693
1681	12032.51359
1682	12027.01386
1683	12024.66878
1684	12017.45092
1685	12008.65695
1686	12005.4156
1687	12002.98045
1688	11998.87432
1689	11997.45782
1690	11988.70249
1691	11984.4094
1692	11980.88246
1693	11980.69684
1694	11980.64897
1695	11978.06992
1696	11975.95904
1697	11960.0807
1698	11949.32415
1699	11946.80614
1700	11944.76859
1701	11942.49493
1702	11935.95965
1703	11930.70363
1704	11925.47752
1705	11917.83985
1706	11910.15457
1707	11903.13676
1708	11864.76935
1709	11860.80049
1710	11857.51756
1711	11856.74683
1712	11850.73249
1713	11846.99598
1714	11841.60029
1715	11837.60509
1716	11835.33665
1717	11829.32228
1718	11826.12761
1719	11821.45356
1720	11815.19834
1721	11810.73853
1722	11808.68662
1723	11801.86913
1724	11800.67649
1725	11793.21941
1726	11790.8345
1727	11790.73629
1728	11786.78747
1729	11785.05627
1730	11782.97441
1731	11780.38707
1732	11777.16197
1733	11772.79091
1734	11772.71366
1735	11766.46327
1736	11764.68285
1737	11760.9334
1738	11760.74144
1739	11755.2118
1740	11752.19618
1741	11750.71146
1742	11747.8512
1743	11742.20186
1744	11739.00513
1745	11738.92009
1746	11736.3954
1747	11732.80998
1748	11654.81232
1749	11648.07864
1750	11642.53952
1751	11636.16823
1752	11631.30766
1753	11630.61118
1754	11624.54328
1755	11622.69253
1756	11619.43647
1757	11581.62162
1758	11580.24665
1759	11580.19399
1760	11574.92795
1761	11571.08187
1762	11564.70012
1763	11562.29837
1764	11554.25153
1765	11551.33535
1766	11547.77137
1767	11542.92501
1768	11542.42182
1769	11535.29
1770	11534.2999
1771	11529.13818
1772	11525.85777
1773	11524.85311
1774	11522.59401
1775	11522.532
1776	11521.19829
1777	11519.23557
1778	11515.23614
1779	11514.63084
1780	11505.46258
1781	11503.1001
1782	11469.93557
1783	11465.89329
1784	11464.52897
1785	11461.03017
1786	11460.51243
1787	11456.65181
1788	11451.29532
1789	11419.47841
1790	11418.27732
1791	11415.61074
1792	11360.53058
1793	11357.4057
1794	11356.58715
1795	11353.38394
1796	11348.21992
1797	11345.92327
1798	11340.74319
1799	11340.68227
1800	11330.89226
1801	11328.48844
1802	11322.87454
1803	11316.03852
1804	11310.157
1805	11305.37416
1806	11301.71831
1807	11299.05508
1808	11291.52188
1809	11208.30906
1810	11204.58302
1811	11204.538
1812	11202.42192
1813	11202.29143
1814	11200.3579
1815	11198.25175
1816	11197.53588
1817	11195.25837
1818	11191.09748
1819	11186.42773
1820	11184.96613
1821	11183.7214
1822	11183.54196
1823	11181.90796
1824	11177.58147
1825	11173.69547
1826	11166.90241
1827	11164.3746
1828	11158.90736
1829	11156.29624
1830	11155.35676
1831	11150.09857
1832	11146.36208
1833	11142.26797
1834	11137.34708
1835	11132.18343
1836	11130.88798
1837	11123.5767
1838	11122.27994
1839	11122.22946
1840	11120.2475
1841	11117.22135
1842	11117.17871
1843	11114.31978
1844	11113.90558
1845	11105.99684
1846	11100.90265
1847	11098.32526
1848	11096.62246
1849	11095.50392
1850	11090.52447
1851	11085.62079
1852	11085.56013
1853	11079.9209
1854	11073.86666
1855	11072.50263
1856	11071.19095
1857	11062.89882
1858	11059.12838
1859	11059.07454
1860	11056.18434
1861	11054.76909
1862	11050.68821
1863	11043.29846
1864	11043.19696
1865	11039.79545
1866	11035.20267
1867	11031.79591
1868	11027.28454
1869	11024.16262
1870	11022.487
1871	11020.5112
1872	11017.64995
1873	11013.33226
1874	11008.58726
1875	11000.00673
1876	10970.43718
1877	10968.47149
1878	10964.63683
1879	10958.42589
1880	10957.91396
1881	10957.86776
1882	10955.38296
1883	10953.45438
1884	10950.34158
1885	10943.98513
1886	10941.17901
1887	10939.51676
1888	10937.58711
1889	10934.45051
1890	10929.93459
1891	10929.90108
1892	10927.52405
1893	10927.49102
1894	10925.93817
1895	10925.84206
1896	10924.15513
1897	10920.7933
1898	10920.11077
1899	10916.63388
1900	10909.47773
1901	10905.82386
1902	10902.25073
1903	10901.20184
1904	10896.18223
1905	10891.87467
1906	10890.26707
1907	10888.27473
1908	10886.51034
1909	10882.40531
1910	10874.74623
1911	10872.80905
1912	10872.75489
1913	10871.65538
1914	10871.58362
1915	10862.09035
1916	10859.22413
1917	10794.20917
1918	10791.73852
1919	10766.13448
1920	10763.49106
1921	10761.17575
1922	10760.92138
1923	10756.34381
1924	10750.36273
1925	10742.97103
1926	10737.90382
1927	10732.99909
1928	10729.01523
1929	10725.78894
1930	10660.83502
1931	10656.23929
1932	10652.66372
1933	10645.603
1934	10645.57275
1935	10642.07226
1936	10640.81192
1937	10637.00887
1938	10630.08038
1939	10626.81133
1940	10626.39828
1941	10605.127
1942	10597.23876
1943	10594.622
1944	10587.15772
1945	10585.41467
1946	10585.29113
1947	10578.08998
1948	10576.54582
1949	10575.4614
1950	10575.39244
1951	10573.62308
1952	10569.50015
1953	10569.46723
1954	10568.41916
1955	10567.37743
1956	10563.44192
1957	10558.84883
1958	10551.26317
1959	10547.96032
1960	10543.73683
1961	10542.52408
1962	10542.47956
1963	10540.12962
1964	10537.20919
1965	10476.09801
1966	10473.75265
1967	10468.66684
1968	10468.64478
1969	10465.85221
1970	10460.6824
1971	10456.52569
1972	10454.25294
1973	10452.63468
1974	10452.57928
1975	10450.59413
1976	10445.8321
1977	10442.00463
1978	10434.91939
1979	10433.6789
1980	10433.60634
1981	10431.76705
1982	10425.77849
1983	10423.16034
1984	10420.95569
1985	10417.31785
1986	10417.23402
1987	10417.06642
1988	10382.35059
1989	10380.02391
1990	10379.89396
1991	10371.77297
1992	10370.6377
1993	10370.53015
1994	10365.71624
1995	10362.9812
1996	10357.43515
1997	10348.57285
1998	10345.41253
1999	10341.72318
2000	10338.21403
2001	10335.72446
2002	10331.5459
2003	10329.25554
2004	10323.57942
2005	10319.65476
2006	10318.70197
2007	10318.32743
2008	10316.21911
2009	10313.44707
2010	10310.64548
2011	10308.88431
2012	10304.28927
2013	10302.52699
2014	10302.11637
2015	10300.99423
2016	10268.41684
2017	10263.23683
2018	10261.07203
2019	10257.73756
2020	10256.25104
2021	10255.68769
2022	10255.52778
2023	10224.47182
2024	10221.73884
2025	10218.24544
2026	10216.20273
2027	10213.25308
2028	10211.53059
2029	10211.24708
2030	10210.24438
2031	10206.93009
2032	10206.9066
2033	10205.25362
2034	10199.35189
2035	10195.66345
2036	10195.62922
2037	10193.30462
2038	10190.6437
2039	10186.75254
2040	10186.46367
2041	10185.75035
2042	10180.64235
2043	10175.89261
2044	10175.02455
2045	10174.54852
2046	10169.00503
2047	10167.25681
2048	10141.49185
2049	10141.03139
2050	10139.81274
2051	10139.61202
2052	10139.35494
2053	10135.77987
2054	10133.84153
2055	10133.47192
2056	10127.02979
2057	10123.31297
2058	10123.19264
2059	10122.62583
2060	10119.28058
2061	10116.48639
2062	10114.94289
2063	10114.66689
2064	10112.00082
2065	10109.33413
2066	10107.39524
2067	10096.58628
2068	10095.39212
2069	10095.37397
2070	10090.36852
2071	10090.25854
2072	10089.03814
2073	10084.71008
2074	10079.41514
2075	10077.42452
2076	10074.61289
2077	10072.98943
2078	10068.37561
2079	10064.52561
2080	10059.01954
2081	10054.69412
2082	10050.37587
2083	10048.61128
2084	10046.30897
2085	10046.17959
2086	10039.65385
2087	10038.72987
2088	10037.18359
2089	10020.03352
2090	10019.42468
2091	10017.09514
2092	10013.1364
2093	10003.89775
2094	10002.80639
2095	9978.540484
2096	9975.568549
2097	9969.955313
2098	9966.593085
2099	9965.377129
2100	9962.42715
2101	9961.019248
2102	9958.821342
2103	9955.107458
2104	9953.197765
2105	9952.130053
2106	9950.584383
2107	9947.143965
2108	9943.611504
2109	9941.183519
2110	9914.432196
2111	9912.487373
2112	9910.339644
2113	9910.288112
2114	9906.307662
2115	9902.818922
2116	9901.729413
2117	9893.219957
2118	9889.719491
2119	9885.289969
2120	9883.578975
2121	9864.025157
2122	9861.238431
2123	9859.48463
2124	9857.136873
2125	9843.155297
2126	9842.360757
2127	9839.369998
2128	9838.558157
2129	9838.299449
2130	9833.080545
2131	9829.748362
2132	9827.117875
2133	9825.443138
2134	9823.636587
2135	9821.849527
2136	9820.193988
2137	9818.875179
2138	9814.414625
2139	9812.376108
2140	9808.081503
2141	9805.659052
2142	9802.424355
2143	9800.613948
2144	9800.46454
2145	9800.439603
2146	9796.657544
2147	9790.325388
2148	9789.568593
2149	9783.643652
2150	9783.622727
2151	9782.807452
2152	9779.449434
2153	9778.753988
2154	9774.679218
2155	9771.575987
2156	9768.420729
2157	9768.246416
2158	9766.821968
2159	9764.52208
2160	9762.404659
2161	9760.956362
2162	9760.930945
2163	9758.604675
2164	9757.94094
2165	9757.908139
2166	9755.563769
2167	9745.212147
2168	9744.922794
2169	9740.790862
2170	9738.572639
2171	9734.212663
2172	9733.506854
2173	9732.794069
2174	9731.653187
2175	9729.382704
2176	9726.840161
2177	9726.820899
2178	9723.899735
2179	9719.751055
2180	9718.599976
2181	9711.307896
2182	9705.901105
2183	9702.371714
2184	9699.933172
2185	9698.612269
2186	9694.370861
2187	9692.123484
2188	9686.748159
2189	9682.840353
2190	9682.603217
2191	9681.986439
2192	9679.209047
2193	9673.508066
2194	9669.750513
2195	9667.137277
2196	9665.647419
2197	9663.220214
2198	9656.66063
2199	9646.052925
2200	9645.966259
2201	9637.745888
2202	9635.354625
2203	9632.253304
2204	9630.857117
2205	9629.680664
2206	9629.233845
2207	9629.215682
2208	9627.623562
2209	9622.471096
2210	9620.227814
2211	9619.445041
2212	9614.669332
2213	9589.218774
2214	9585.969912
2215	9585.416479
2216	9584.35667
2217	9581.292858
2218	9576.89621
2219	9572.075811
2220	9567.174428
2221	9566.584147
2222	9565.581439
2223	9564.406372
2224	9557.567584
2225	9556.808493
2226	9556.002235
2227	9554.476766
2228	9553.501169
2229	9553.014559
2230	9526.249604
2231	9525.632642
2232	9523.812
2233	9522.631118
2234	9517.713447
2235	9513.644258
2236	9513.332869
2237	9508.668297
2238	9508.6068
2239	9466.806268
2240	9460.909956
2241	9460.700901
2242	9458.606508
2243	9455.587065
2244	9453.209602
2245	9448.785014
2246	9437.004674
2247	9431.001008
2248	9430.056181
2249	9427.316754
2250	9424.349089
2251	9424.133983
2252	9420.568597
2253	9397.611316
2254	9393.11303
2255	9388.361406
2256	9381.591596
2257	9374.263326
2258	9372.572204
2259	9354.029211
2260	9352.688079
2261	9322.670386
2262	9318.826551
2263	9315.285728
2264	9314.409243
2265	9312.95052
2266	9308.982061
2267	9300.276696
2268	9297.677735
2269	9296.067702
2270	9294.323763
2271	9292.958004
2272	9289.856518
2273	9284.989303
2274	9282.986966
2275	9281.565413
2276	9280.341304
2277	9279.96114
2278	9278.478009
2279	9276.271204
2280	9274.572083
2281	9269.500544
2282	9217.380893
2283	9215.284768
2284	9213.041161
2285	9209.408801
2286	9205.779962
2287	9204.265829
2288	9200.869554
2289	9181.221471
2290	9179.696274
2291	9176.286814
2292	9174.690697
2293	9173.359709
2294	9171.80618
2295	9170.811379
2296	9170.783952
2297	9168.672005
2298	9167.567735
2299	9166.130428
2300	9166.10651
2301	9164.811163
2302	9162.872855
2303	9160.098611
2304	9156.940688
2305	9154.486341
2306	9150.605066
2307	9147.224949
2308	9146.410154
2309	9142.730869
2310	9139.804942
2311	9134.663973
2312	9126.320612
2313	9126.28216
2314	9125.869762
2315	9121.637788
2316	9118.486469
2317	9117.270658
2318	9114.975048
2319	9114.014884
2320	9111.003211
2321	9110.33371
2322	9105.737229
2323	9100.925764
2324	9098.53559
2325	9097.04988
2326	9091.143237
2327	9089.327141
2328	9087.863033
2329	9087.163705
2330	9085.115191
2331	9081.116462
2332	9076.261798
2333	9073.056352
2334	9071.504204
2335	9065.466224
2336	9064.464241
2337	9057.786703
2338	9053.010857
2339	9048.917593
2340	9047.399703
2341	9046.922063
2342	9042.264632
2343	9038.731152
2344	9037.877585
2345	9036.354211
2346	9028.649702
2347	9008.094684
2348	9006.509327
2349	9002.549268
2350	8998.966979
2351	8994.67556
2352	8993.25606
2353	8992.474254
2354	8991.774072
2355	8989.209584
2356	8988.728822
2357	8986.097546
2358	8983.100546
2359	8979.812079
2360	8977.078491
2361	8974.170845
2362	8972.985211
2363	8972.009186
2364	8970.803677
2365	8970.207761
2366	8962.840889
2367	8961.862535
2368	8946.03362
2369	8941.547176
2370	8939.589516
2371	8934.561213
2372	8931.987837
2373	8930.610073
2374	8930.025476
2375	8928.000125
2376	8925.214614
2377	8923.426541
2378	8920.222372
2379	8918.030024
2380	8915.38461
2381	8914.290831
2382	8913.0724
2383	8912.146679
2384	8911.252299
2385	8908.061376
2386	8905.83863
2387	8902.499548
2388	8900.288586
2389	8899.331379
2390	8897.591665
2391	8896.286704
2392	8894.502539
2393	8893.138709
2394	8885.590426
2395	8883.156047
2396	8880.469992
2397	8879.77008
2398	8879.23734
2399	8877.341987
2400	8875.829654
2401	8872.794306
2402	8871.340248
2403	8870.492381
2404	8864.932417
2405	8864.22355
2406	8861.7868
2407	8860.309039
2408	8858.579595
2409	8857.274039
2410	8856.299968
2411	8853.74285
2412	8850.504184
2413	8843.987034
2414	8840.017712
2415	8838.134629
2416	8835.34705
2417	8826.724198
2418	8825.028186
2419	8823.004196
2420	8821.243778
2421	8820.445367
2422	8818.017666
2423	8805.92998
2424	8801.775545
2425	8799.634589
2426	8797.995067
2427	8796.419828
2428	8796.284518
2429	8788.818086
2430	8787.699846
2431	8786.40995
2432	8785.517995
2433	8782.546242
2434	8757.872088
2435	8754.562554
2436	8753.81759
2437	8748.054431
2438	8747.401744
2439	8746.403466
2440	8744.887636
2441	8743.206677
2442	8740.401724
2443	8739.063039
2444	8735.252168
2445	8733.780127
2446	8731.076328
2447	8728.983064
2448	8727.662639
2449	8724.037995
2450	8722.20696
2451	8719.048051
2452	8717.753199
2453	8695.478414
2454	8694.599666
2455	8694.589983
2456	8693.654658
2457	8689.728614
2458	8681.992544
2459	8681.814019
2460	8678.068014
2461	8672.906011
2462	8671.157967
2463	8668.863382
2464	8665.25658
2465	8663.339543
2466	8660.929439
2467	8656.994187
2468	8652.502051
2469	8651.578896
2470	8610.205635
2471	8608.86215
2472	8605.697597
2473	8602.378985
2474	8600.80488
2475	8596.201001
2476	8594.569492
2477	8593.439083
2478	8592.712428
2479	8589.012207
2480	8586.413489
2481	8584.74552
2482	8583.811652
2483	8579.825293
2484	8577.017387
2485	8576.989712
2486	8576.976794
2487	8572.837303
2488	8562.290912
2489	8561.377012
2490	8558.578967
2491	8555.947934
2492	8555.689933
2493	8551.602232
2494	8549.360027
2495	8548.183864
2496	8546.40781
2497	8543.77017
2498	8542.658735
2499	8542.115169
2500	8537.203358
2501	8536.381879
2502	8535.737337
2503	8534.705384
2504	8534.698977
2505	8531.979046
2506	8531.966848
2507	8531.243338
2508	8531.230884
2509	8528.485098
2510	8526.560151
2511	8526.541054
2512	8524.522076
2513	8520.869214
2514	8516.46257
2515	8516.281691
2516	8515.769609
2517	8513.668848
2518	8511.752681
2519	8510.705161
2520	8508.60975
2521	8507.637127
2522	8505.73526
2523	8504.228218
2524	8502.373958
2525	8492.799212
2526	8489.72246
2527	8487.782776
2528	8487.771266
2529	8485.945277
2530	8484.434344
2531	8482.265774
2532	8479.459197
2533	8478.159255
2534	8478.141672
2535	8478.138844
2536	8477.661346
2537	8475.320898
2538	8471.348235
2539	8469.176354
2540	8464.327649
2541	8461.624758
2542	8458.453023
2543	8457.4005
2544	8454.422904
2545	8440.63533
2546	8438.946858
2547	8438.619209
2548	8435.547196
2549	8435.531606
2550	8433.474885
2551	8432.785447
2552	8431.349011
2553	8403.706141
2554	8400.622506
2555	8395.221577
2556	8394.813689
2557	8391.855216
2558	8391.834263
2559	8389.225418
2560	8387.364171
2561	8385.567777
2562	8385.123773
2563	8384.615331
2564	8382.538217
2565	8381.542754
2566	8380.129149
2567	8379.012656
2568	8378.83103
2569	8374.561053
2570	8372.968941
2571	8370.256341
2572	8367.181786
2573	8366.119059
2574	8363.88498
2575	8361.145578
2576	8358.983303
2577	8355.604618
2578	8355.58847
2579	8355.043932
2580	8355.02185
2581	8342.516582
2582	8341.225819
2583	8340.760069
2584	8340.738698
2585	8340.340487
2586	8336.448004
2587	8322.263422
2588	8319.277776
2589	8317.380698
2590	8314.877356
2591	8313.328576
2592	8309.809968
2593	8307.680593
2594	8306.338188
2595	8305.446377
2596	8302.758967
2597	8301.311786
2598	8301.304142
2599	8300.632756
2600	8299.565863
2601	8298.255838
2602	8297.419468
2603	8295.213703
2604	8292.554129
2605	8288.522328
2606	8287.821474
2607	8285.611001
2608	8281.567027
2609	8280.487684
2610	8279.487498
2611	8275.580298
2612	8275.56353
2613	8275.099913
2614	8273.848866
2615	8272.092425
2616	8268.88894
2617	8266.128291
2618	8266.124125
2619	8263.602933
2620	8261.820793
2621	8260.743944
2622	8258.030315
2623	8255.764822
2624	8252.360174
2625	8251.82533
2626	8251.812745
2627	8249.757555
2628	8249.458963
2629	8249.030286
2630	8246.648434
2631	8241.583541
2632	8241.260189
2633	8239.265212
2634	8238.085242
2635	8236.316424
2636	8236.260116
2637	8234.573627
2638	8232.649278
2639	8230.602555
2640	8229.980508
2641	8228.44547
2642	8227.716855
2643	8224.549729
2644	8221.782675
2645	8218.997941
2646	8217.833034
2647	8216.180809
2648	8214.027781
2649	8213.31763
2650	8212.726413
2651	8210.265808
2652	8209.436352
2653	8207.738889
2654	8205.616222
2655	8203.990179
2656	8203.145522
2657	8200.377501
2658	8198.586921
2659	8198.568806
2660	8197.661856
2661	8196.173381
2662	8195.81352
2663	8194.097196
2664	8193.33906
2665	8191.829982
2666	8189.477144
2667	8187.430031
2668	8184.019359
2669	8181.989493
2670	8177.271608
2671	8175.762821
2672	8168.603776
2673	8168.212371
2674	8165.102151
2675	8163.996768
2676	8157.355108
2677	8154.508152
2678	8153.592866
2679	8148.75559
2680	8146.188522
2681	8145.665298
2682	8143.511001
2683	8141.00615
2684	8140.319264
2685	8140.081545
2686	8139.598436
2687	8139.584135
2688	8134.281082
2689	8134.009829
2690	8132.514112
2691	8132.499182
2692	8131.973274
2693	8130.349522
2694	8115.017445
2695	8113.001721
2696	8111.37701
2697	8108.952611
2698	8106.323956
2699	8105.422184
2700	8100.633773
2701	8100.616846
2702	8095.832647
2703	8094.837126
2704	8093.235361
2705	8093.228651
2706	8092.378847
2707	8092.34374
2708	8088.058481
2709	8087.529285
2710	8085.789618
2711	8083.644702
2712	8077.135218
2713	8076.683742
2714	8076.009494
2715	8074.856807
2716	8030.953158
2717	8029.666961
2718	8028.623844
2719	8026.89882
2720	8026.0402
2721	8024.963299
2722	8021.552063
2723	8020.09317
2724	8020.083127
2725	8017.970458
2726	8017.417713
2727	8015.716003
2728	8015.082698
2729	8013.48051
2730	8011.792173
2731	8010.689483
2732	8009.408814
2733	8007.92067
2734	8007.163623
2735	8007.145407
2736	8006.889726
2737	8006.740395
2738	7991.894231
2739	7991.64109
2740	7991.595274
2741	7990.344935
2742	7989.901025
2743	7988.014447
2744	7985.618308
2745	7976.773963
2746	7973.222558
2747	7972.064929
2748	7971.208177
2749	7969.406305
2750	7968.944547
2751	7968.91033
2752	7968.142808
2753	7966.901184
2754	7965.157269
2755	7963.449817
2756	7962.64402
2757	7961.092223
2758	7958.69601
2759	7955.809251
2760	7954.772976
2761	7953.582412
2762	7949.298301
2763	7948.631016
2764	7946.816652
2765	7939.040055
2766	7936.721884
2767	7877.841803
2768	7875.913934
2769	7874.375295
2770	7873.125239
2771	7871.369042
2772	7870.531164
2773	7866.340377
2774	7866.147019
2775	7863.962022
2776	7863.296859
2777	7861.692656
2778	7859.97246
2779	7858.564449
2780	7857.78898
2781	7856.907909
2782	7856.073301
2783	7853.343692
2784	7852.151322
2785	7851.400997
2786	7850.467012
2787	7848.918997
2788	7848.442303
2789	7846.169138
2790	7839.753299
2791	7838.632677
2792	7835.236752
2793	7833.738774
2794	7831.687949
2795	7830.020487
2796	7829.016605
2797	7818.255831
2798	7815.68434
2799	7814.787076
2800	7813.695735
2801	7811.722459
2802	7811.036494
2803	7810.255464
2804	7809.635398
2805	7806.559348
2806	7804.854299
2807	7803.015183
2808	7799.790471
2809	7796.719576
2810	7795.989689
2811	7795.195891
2812	7794.56675
2813	7794.439157
2814	7793.861284
2815	7793.846924
2816	7790.355334
2817	7789.385249
2818	7788.094277
2819	7785.90569
2820	7784.459682
2821	7783.991211
2822	7782.262084
2823	7781.11707
2824	7776.454391
2825	7774.843209
2826	7773.562481
2827	7771.619474
2828	7764.332542
2829	7763.170537
2830	7763.15704
2831	7762.724107
2832	7760.117062
2833	7755.547496
2834	7754.389758
2835	7737.738718
2836	7736.842198
2837	7735.752285
2838	7734.354979
2839	7731.248376
2840	7731.229217
2841	7731.214332
2842	7730.615513
2843	7730.043532
2844	7728.564946
2845	7728.382994
2846	7726.357068
2847	7725.566038
2848	7721.465075
2849	7719.703799
2850	7719.330708
2851	7716.920024
2852	7716.320755
2853	7714.497213
2854	7713.404253
2855	7713.386563
2856	7711.094341
2857	7706.83591
2858	7706.794389
2859	7705.520957
2860	7705.293339
2861	7703.729536
2862	7693.293278
2863	7690.354895
2864	7688.731362
2865	7674.613958
2866	7673.913849
2867	7673.901117
2868	7671.194416
2869	7667.990583
2870	7665.349658
2871	7661.615632
2872	7658.92946
2873	7658.28745
2874	7656.939704
2875	7602.177995
2876	7601.326852
2877	7599.479904
2878	7598.502182
2879	7597.446863
2880	7596.613216
2881	7594.264117
2882	7592.445461
2883	7589.752282
2884	7589.729757
2885	7588.860251
2886	7582.936656
2887	7582.396534
2888	7580.714159
2889	7577.68888
2890	7574.734315
2891	7573.48751
2892	7573.327705
2893	7572.055096
2894	7567.083374
2895	7566.589462
2896	7558.15013
2897	7557.168872
2898	7555.81237
2899	7553.82781
2900	7553.547283
2901	7553.533185
2902	7552.588802
2903	7544.978371
2904	7509.009318
2905	7506.462295
2906	7504.047093
2907	7502.82174
2908	7500.696634
2909	7496.643297
2910	7492.57582
2911	7490.277039
2912	7487.062562
2913	7485.35027
2914	7483.312242
2915	7470.219673
2916	7469.303727
2917	7468.553585
2918	7468.00214
2919	7466.882098
2920	7464.588776
2921	7459.103079
2922	7457.296936
2923	7456.257855
2924	7455.957514
2925	7453.965328
2926	7452.679104
2927	7450.591977
2928	7449.357608
2929	7447.593489
2930	7447.58078
2931	7447.098651
2932	7446.134421
2933	7445.420649
2934	7442.74292
2935	7440.118872
2936	7438.125464
2937	7436.74239
2938	7435.938883
2939	7435.293095
2940	7433.728449
2941	7432.14213
2942	7429.172694
2943	7426.895685
2944	7423.857486
2945	7422.329592
2946	7419.444779
2947	7418.466806
2948	7416.458074
2949	7413.729678
2950	7410.56
2951	7409.499738
2952	7384.702391
2953	7383.537717
2954	7379.417645
2955	7377.205755
2956	7376.366362
2957	7349.457233
2958	7347.992582
2959	7347.338317
2960	7345.276922
2961	7344.362363
2962	7342.163073
2963	7339.990292
2964	7339.372305
2965	7337.564924
2966	7336.805388
2967	7335.57092
2968	7335.174969
2969	7334.289244
2970	7333.01585
2971	7330.84062
2972	7329.406273
2973	7328.022897
2974	7326.781257
2975	7326.073065
2976	7324.82478
2977	7320.585281
2978	7320.273719
2979	7319.896413
2980	7319.548071
2981	7317.057637
2982	7315.98786
2983	7314.644332
2984	7314.128913
2985	7312.969049
2986	7311.865267
2987	7311.130095
2988	7309.757342
2989	7308.026283
2990	7307.010479
2991	7306.336938
2992	7302.689174
2993	7297.7906
2994	7297.766353
2995	7295.663879
2996	7294.058423
2997	7289.679451
2998	7287.506391
2999	7287.258856
