iter	RMSE
134	48935.4957
135	48879.40357
136	48824.10604
137	48759.74608
138	48716.62468
139	48391.97955
140	48338.77621
141	48263.34403
142	48256.58033
143	48249.91446
144	48198.36292
145	48100.17069
146	48094.39178
147	47890.7498
148	47842.46521
149	47823.0602
150	47784.53897
151	47762.21665
152	47286.23702
153	47254.69276
154	47235.08133
155	47180.70003
156	47169.01864
157	47125.14175
158	47000.00897
159	46946.14864
160	46924.43291
161	46718.90712
162	46542.49458
163	46500.8125
164	46403.23473
165	46361.77812
166	46297.93293
167	46265.85012
168	46248.87188
169	46231.374
170	45985.70754
171	45951.17674
172	45902.06434
173	45886.30245
174	45849.44446
175	45815.45226
176	45795.45804
177	45687.10926
178	45630.62208
179	45498.9253
180	45337.93018
181	45295.88967
182	45255.9048
183	45228.93699
184	45219.69474
185	45112.91366
186	45093.65778
187	44995.19819
188	44801.13585
189	44656.22719
190	44627.65167
191	44355.82682
192	44112.77012
193	44102.99716
194	43989.88906
195	43962.161
196	43837.19869
197	43754.28501
198	43722.98201
199	43639.52671
200	43609.87304
201	43578.2757
202	43407.31973
203	43181.14091
204	43044.04235
205	42985.25566
206	42957.76615
207	42948.39686
208	42888.01401
209	42706.62129
210	42700.85889
211	42676.03125
212	42648.20276
213	42626.2093
214	42575.47038
215	42571.52326
216	42556.10637
217	42507.02316
218	42491.36491
219	42398.40739
220	42392.996
221	42199.16603
222	42151.29806
223	41980.43398
224	41936.41221
225	41918.00361
226	41914.64111
227	41903.86251
228	41723.68252
229	41581.6857
230	41370.4354
231	41319.53656
232	41295.7167
233	41080.35267
234	41051.28444
235	41024.00458
236	40993.91417
237	40964.85471
238	40922.50565
239	40890.72622
240	40861.26443
241	40712.3978
242	40601.95901
243	40594.38497
244	40534.17455
245	40498.5621
246	40457.95555
247	40410.93543
248	40334.14971
249	40319.38596
250	40286.27444
251	40209.93411
252	40163.54981
253	40023.45505
254	39999.66683
255	39909.26745
256	39874.73765
257	39800.91951
258	39798.48994
259	39777.48346
260	39548.49044
261	39518.51451
262	39516.12571
263	39448.1054
264	39421.08837
265	39418.82364
266	39386.1249
267	39379.16394
268	39285.25625
269	38961.54416
270	38855.56463
271	38851.26414
272	38669.07272
273	38638.11913
274	38618.57964
275	38589.47915
276	38553.66923
277	38429.40116
278	38394.04554
279	38292.03094
280	37980.78745
281	37963.41301
282	37947.22116
283	37810.68428
284	37807.87411
285	37666.94582
286	37664.77326
287	37653.53829
288	37536.66636
289	37534.85129
290	37524.21956
291	37517.86455
292	37437.46972
293	37387.43874
294	37336.90643
295	37139.7858
296	37114.91657
297	37038.72917
298	37029.87511
299	37016.23222
300	36955.15239
301	36940.06912
302	36708.54199
303	36659.17877
304	36477.19061
305	36444.50081
306	36404.95479
307	36397.86481
308	36395.83095
309	36368.5943
310	36342.76526
311	36172.61477
312	36091.16721
313	35921.08641
314	35918.33789
315	35854.08679
316	35841.29544
317	35779.59641
318	35558.5866
319	35538.76808
320	35396.64615
321	35278.76224
322	35240.06387
323	35213.72971
324	35068.89664
325	35039.82455
326	34954.89513
327	34948.62614
328	34848.35843
329	34812.42034
330	34797.31819
331	34783.12602
332	34739.74582
333	34674.56197
334	34620.22702
335	34598.35797
336	34508.79556
337	34396.96101
338	34376.70535
339	34311.78059
340	34222.62715
341	34160.09066
342	34028.17563
343	33928.48922
344	33926.57368
345	33905.51325
346	33871.22791
347	33846.10557
348	33771.56623
349	33711.96586
350	33710.57807
351	33658.42193
352	33645.01701
353	33566.96229
354	33539.22241
355	33351.39542
356	33322.12419
357	33310.19551
358	33271.01391
359	33146.80718
360	33123.57216
361	33074.67129
362	33073.36074
363	33040.64825
364	32982.52381
365	32980.7478
366	32958.21736
367	32940.60226
368	32939.17271
369	32852.68175
370	32828.53181
371	32780.17856
372	32722.15842
373	32714.30999
374	32685.04389
375	32655.08293
376	32651.87393
377	32551.44464
378	32518.67563
379	32498.41783
380	32446.59205
381	32429.07034
382	32398.26686
383	32381.99713
384	32332.98943
385	32325.18271
386	32273.52473
387	32164.25897
388	32131.79007
389	32121.03189
390	32087.53565
391	31903.37856
392	31883.50526
393	31859.99792
394	31850.08842
395	31835.78859
396	31804.48152
397	31737.60198
398	31704.62774
399	31680.99314
400	31631.16386
401	31608.25772
402	31597.09324
403	31594.591
404	31551.25147
405	31530.26491
406	31476.91159
407	31474.54975
408	31264.57841
409	31210.54599
410	31118.74327
411	31079.34007
412	31078.31613
413	31046.19629
414	31034.97176
415	30957.75207
416	30848.57134
417	30663.25427
418	30572.75407
419	30570.12509
420	30569.24892
421	30549.0392
422	30540.27639
423	30522.31077
424	30521.32812
425	30500.70196
426	30459.3852
427	30449.52993
428	30429.79128
429	30403.52442
430	30334.61675
431	30277.42351
432	30249.81987
433	30204.30582
434	30203.39959
435	30192.94685
436	30156.13078
437	30136.98156
438	30129.10671
439	30109.32184
440	30086.97465
441	30052.67081
442	30047.28358
443	29983.12869
444	29976.83333
445	29938.11931
446	29832.97316
447	29802.8831
448	29656.12796
449	29645.6989
450	29632.43828
451	29630.46211
452	29596.03399
453	29564.76026
454	29532.32584
455	29497.99275
456	29461.1243
457	29398.3556
458	29392.81106
459	29363.37237
460	29353.69455
461	29344.92592
462	29315.73148
463	29290.77672
464	29274.72802
465	29250.35541
466	29198.74977
467	29117.76626
468	29098.93976
469	29048.35842
470	29038.08789
471	29034.87017
472	28996.95109
473	28938.05053
474	28929.5871
475	28908.46679
476	28880.65151
477	28844.38831
478	28741.50334
479	28705.26603
480	28688.50706
481	28672.30274
482	28611.74164
483	28587.9818
484	28567.13835
485	28557.89347
486	28526.04204
487	28508.39253
488	28484.9011
489	28459.39807
490	28376.80291
491	28274.74781
492	28240.11616
493	28190.72432
494	28154.95326
495	28149.79275
496	28118.48923
497	28089.12807
498	28074.32281
499	28067.95659
500	28030.18635
501	27997.98158
502	27977.38227
503	27966.72368
504	27909.75359
505	27905.33149
506	27900.5629
507	27714.90775
508	27697.3308
509	27664.28048
510	27650.31753
511	27625.65367
512	27622.45161
513	27590.86017
514	27565.68114
515	27549.63914
516	27519.40306
517	27505.30383
518	27502.44932
519	27461.22078
520	27456.74615
521	27439.04224
522	27412.50462
523	27402.80037
524	27372.34035
525	27296.61206
526	27240.83997
527	27161.28879
528	27133.38005
529	27090.06747
530	27077.84793
531	27061.92715
532	27059.60092
533	27048.62148
534	27047.20967
535	26856.22016
536	26783.9131
537	26741.79598
538	26713.76648
539	26699.84287
540	26682.26207
541	26654.5817
542	26650.72219
543	26468.26602
544	26460.22172
545	26459.38726
546	26447.08852
547	26376.38832
548	26316.89329
549	26284.8782
550	26277.85704
551	26271.41539
552	26267.61519
553	26233.05412
554	26231.82769
555	26222.90311
556	26205.01014
557	26155.57651
558	26152.1977
559	26138.97943
560	26104.21598
561	26078.2852
562	26049.16431
563	26018.13363
564	25987.68508
565	25969.25519
566	25961.92483
567	25958.0694
568	25957.25859
569	25872.13828
570	25871.43804
571	25841.61578
572	25833.54519
573	25826.60921
574	25534.71239
575	25533.99467
576	25498.40531
577	25468.51697
578	25456.65829
579	25439.82867
580	25403.48283
581	25385.71937
582	25362.89133
583	25316.42563
584	25304.24134
585	25267.95553
586	25256.729
587	25255.83418
588	25239.11654
589	25219.8987
590	25219.0674
591	25199.35158
592	25175.94611
593	25170.08701
594	25144.24877
595	25134.37734
596	25118.94701
597	25099.23787
598	25047.56128
599	24766.51512
600	24757.48728
601	24727.14613
602	24711.74815
603	24690.0917
604	24668.03546
605	24663.201
606	24643.59414
607	24626.35035
608	24617.92283
609	24573.64326
610	24560.59108
611	24553.60826
612	24517.60558
613	24503.34189
614	24488.29415
615	24466.1713
616	24446.05744
617	24433.36241
618	24420.9128
619	24405.48402
620	24392.80969
621	24373.29336
622	24340.76252
623	24339.78939
624	24177.70541
625	24156.91183
626	24153.55077
627	24129.74206
628	24125.56252
629	24110.67927
630	24102.28861
631	24040.56135
632	24014.18678
633	23990.58042
634	23977.44122
635	23969.85154
636	23881.16885
637	23861.56389
638	23837.69126
639	23828.59211
640	23804.31784
641	23787.39073
642	23725.08925
643	23692.99024
644	23684.96787
645	23662.54458
646	23635.02048
647	23630.71683
648	23611.72575
649	23585.04932
650	23581.00276
651	23575.36042
652	23561.814
653	23533.46267
654	23515.28199
655	23507.69905
656	23462.96274
657	23462.20887
658	23445.84545
659	23404.2652
660	23388.72551
661	23374.47443
662	23373.89565
663	23369.16034
664	23365.2466
665	23350.19745
666	23276.27408
667	23270.31863
668	23260.09028
669	23256.71123
670	23239.48935
671	23238.98052
672	23232.43599
673	23073.49523
674	23062.45845
675	23050.5639
676	23037.98339
677	22864.98823
678	22864.50208
679	22854.87994
680	22832.02366
681	22815.11078
682	22776.46902
683	22741.2588
684	22700.80446
685	22663.23688
686	22630.4623
687	22624.29626
688	22617.98464
689	22604.0523
690	22588.43199
691	22577.65008
692	22560.04729
693	22534.95254
694	22524.50576
695	22514.49832
696	22483.87539
697	22469.43588
698	22447.82185
699	22424.78613
700	22417.11214
701	22402.79862
702	22391.81884
703	22373.77993
704	22360.82022
705	22352.40654
706	22325.96153
707	22305.89026
708	22303.00554
709	22278.99828
710	22264.86833
711	22239.82213
712	22226.47903
713	22211.37562
714	22203.81439
715	22189.24144
716	22181.60601
717	22174.50636
718	22168.00837
719	22162.89294
720	22158.38372
721	22147.91436
722	22137.15966
723	22117.58776
724	22104.14041
725	22093.26329
726	22087.67883
727	22064.76155
728	22052.37187
729	21978.18886
730	21977.83301
731	21967.24128
732	21949.05344
733	21945.24318
734	21881.13134
735	21846.92555
736	21671.61181
737	21666.16315
738	21650.01056
739	21643.09142
740	21622.54531
741	21619.24354
742	21605.4503
743	21603.20479
744	21593.13087
745	21588.24016
746	21584.59426
747	21576.4699
748	21542.13059
749	21538.61707
750	21525.93157
751	21512.46923
752	21496.60804
753	21482.29993
754	21475.50492
755	21416.41682
756	21410.17458
757	21399.3564
758	21395.01395
759	21378.38198
760	21353.75512
761	21351.36195
762	21330.85925
763	21314.75287
764	21312.31337
765	21305.23796
766	21289.93282
767	21270.08505
768	21258.35745
769	21238.69708
770	21168.12771
771	21162.77267
772	21146.05316
773	21141.19404
774	21122.34587
775	21108.77025
776	21094.66607
777	21075.55184
778	21032.34659
779	21029.48746
780	21021.31086
781	20952.94538
782	20936.08629
783	20912.19579
784	20902.4805
785	20890.47908
786	20886.09033
787	20881.45013
788	20875.01633
789	20869.69536
790	20868.35043
791	20840.10245
792	20811.90135
793	20810.2493
794	20777.02069
795	20753.74437
796	20739.85415
797	20716.37011
798	20710.84938
799	20686.75563
800	20670.07117
801	20661.80055
802	20637.66595
803	20610.94258
804	20597.58139
805	20593.60486
806	20586.1579
807	20573.51475
808	20569.5176
809	20565.45143
810	20552.34521
811	20551.70565
812	20542.38934
813	20529.36182
814	20518.72161
815	20451.29068
816	20450.91045
817	20438.62308
818	20422.8333
819	20412.38106
820	20407.50751
821	20404.38387
822	20395.71589
823	20383.63764
824	20369.24092
825	20366.57658
826	20351.10092
827	20338.03068
828	20322.76067
829	20316.71812
830	20308.51142
831	20294.61682
832	20146.30627
833	20115.5438
834	20113.24662
835	20108.85326
836	20012.87922
837	20005.19532
838	19993.25066
839	19987.05198
840	19977.27397
841	19963.65171
842	19956.21982
843	19950.3179
844	19942.88599
845	19939.57197
846	19923.23217
847	19896.36689
848	19886.56772
849	19873.92422
850	19849.91155
851	19834.66143
852	19763.61121
853	19751.90499
854	19748.73579
855	19740.18502
856	19733.95138
857	19710.52688
858	19709.4752
859	19703.10686
860	19696.85675
861	19691.27254
862	19681.13294
863	19675.18167
864	19669.49843
865	19666.3185
866	19665.75526
867	19662.01302
868	19647.2908
869	19630.80241
870	19601.19501
871	19593.23768
872	19588.30551
873	19587.31466
874	19577.53698
875	19558.09519
876	19539.47674
877	19515.07434
878	19450.68092
879	19439.98133
880	19432.02572
881	19380.34911
882	19354.06457
883	19339.93148
884	19339.17598
885	19336.21885
886	19333.18287
887	19324.73878
888	19282.29953
889	19260.70818
890	19239.70793
891	19239.32335
892	19222.63435
893	19200.29289
894	19199.96954
895	19192.77102
896	19171.13005
897	19156.48895
898	19142.85298
899	19078.82959
900	19071.09107
901	19054.87899
902	19032.11024
903	19031.06921
904	19025.94985
905	19017.72338
906	19000.05507
907	18989.07049
908	18980.04727
909	18963.61074
910	18955.51575
911	18942.82188
912	18929.69687
913	18918.25134
914	18917.56775
915	18911.12139
916	18899.9437
917	18892.93069
918	18887.31683
919	18867.96621
920	18858.59896
921	18856.7193
922	18790.40288
923	18782.13691
924	18771.72595
925	18758.24575
926	18735.58955
927	18723.6014
928	18714.41683
929	18695.9783
930	18683.46471
931	18680.60685
932	18672.51233
933	18663.57678
934	18662.38089
935	18652.8089
936	18647.7632
937	18629.95632
938	18577.91948
939	18573.64848
940	18564.48743
941	18558.41988
942	18556.79573
943	18556.47364
944	18552.18391
945	18537.35295
946	18515.25525
947	18496.56831
948	18486.26631
949	18473.90501
950	18464.34867
951	18461.22343
952	18456.25346
953	18451.69021
954	18446.3503
955	18440.83306
956	18437.53031
957	18426.18524
958	18423.45952
959	18420.65165
960	18411.68708
961	18408.84965
962	18406.16259
963	18399.22919
964	18390.61009
965	18390.25579
966	18384.8766
967	18384.12406
968	18369.64727
969	18366.42805
970	18348.24097
971	18336.49079
972	18327.39415
973	18312.71128
974	18294.99603
975	18281.81207
976	18279.06379
977	18266.55779
978	18261.96965
979	18251.09496
980	18250.86826
981	18248.13109
982	18241.27081
983	18234.59155
984	18212.44154
985	18194.61072
986	18179.31622
987	18159.969
988	18140.5032
989	18138.11753
990	18126.31189
991	18126.05203
992	18123.23587
993	18100.05996
994	18063.83077
995	18052.33139
996	18048.92008
997	18045.99474
998	18041.44032
999	18038.83624
1000	18032.3322
1001	18025.22557
1002	18012.60292
1003	17999.91897
1004	17993.2751
1005	17983.6802
1006	17973.77781
1007	17966.98365
1008	17966.39994
1009	17958.27459
1010	17957.84276
1011	17942.88509
1012	17941.69291
1013	17869.40674
1014	17867.78566
1015	17863.70717
1016	17859.00318
1017	17854.4147
1018	17846.85738
1019	17824.18365
1020	17823.73501
1021	17813.64237
1022	17802.03806
1023	17801.76302
1024	17791.82238
1025	17781.61579
1026	17764.8418
1027	17754.7888
1028	17746.83005
1029	17741.325
1030	17602.47552
1031	17586.72539
1032	17579.7699
1033	17579.41079
1034	17565.8042
1035	17557.55873
1036	17549.11968
1037	17541.22998
1038	17528.51025
1039	17512.95605
1040	17506.98029
1041	17499.75522
1042	17379.50497
1043	17371.82766
1044	17368.41987
1045	17342.58051
1046	17339.62422
1047	17334.20538
1048	17332.03476
1049	17320.03936
1050	17262.60536
1051	17257.65535
1052	17248.4262
1053	17232.43465
1054	17225.58077
1055	17192.65736
1056	17192.50761
1057	17183.60991
1058	17178.01587
1059	17171.00774
1060	17164.52943
1061	17159.80388
1062	17147.52459
1063	17138.32109
1064	17121.06515
1065	17116.83937
1066	17110.72979
1067	17104.70707
1068	17099.24036
1069	17097.62273
1070	17095.02531
1071	16969.81363
1072	16968.32828
1073	16965.30852
1074	16953.29163
1075	16946.21894
1076	16938.69236
1077	16933.46523
1078	16905.04573
1079	16889.60771
1080	16880.48014
1081	16876.65196
1082	16860.95446
1083	16851.72394
1084	16850.61165
1085	16845.43114
1086	16837.11734
1087	16825.5752
1088	16813.00108
1089	16802.17404
1090	16796.24431
1091	16792.80896
1092	16785.4222
1093	16785.10123
1094	16784.49709
1095	16775.41843
1096	16769.21527
1097	16765.37134
1098	16763.8536
1099	16760.88825
1100	16745.07099
1101	16741.24934
1102	16723.75724
1103	16707.28119
1104	16686.95983
1105	16679.90744
1106	16672.24121
1107	16654.32942
1108	16646.83006
1109	16618.33092
1110	16612.18627
1111	16560.92608
1112	16560.46277
1113	16552.48799
1114	16545.79003
1115	16535.4514
1116	16529.93454
1117	16503.69034
1118	16499.15979
1119	16485.62371
1120	16473.70253
1121	16470.45314
1122	16457.58713
1123	16453.02845
1124	16446.01835
1125	16437.94428
1126	16435.74309
1127	16434.04674
1128	16429.62576
1129	16411.70074
1130	16398.49598
1131	16392.60101
1132	16392.27802
1133	16300.8973
1134	16294.34132
1135	16286.01164
1136	16261.88485
1137	16256.47677
1138	16244.38092
1139	16240.75983
1140	16240.46376
1141	16225.00497
1142	16222.51228
1143	16212.91467
1144	16209.10669
1145	16206.93651
1146	16196.85774
1147	16191.81208
1148	16189.30431
1149	16189.20477
1150	16184.79349
1151	16180.19948
1152	16166.91877
1153	16156.57764
1154	16141.04376
1155	16138.73491
1156	16131.72896
1157	16125.91482
1158	16125.74971
1159	16119.39265
1160	16112.24594
1161	16103.22643
1162	16094.46848
1163	16087.67356
1164	16080.98546
1165	15966.6905
1166	15959.7533
1167	15956.13358
1168	15945.77278
1169	15858.0802
1170	15856.90988
1171	15844.2601
1172	15843.14511
1173	15840.13327
1174	15838.00033
1175	15832.76691
1176	15831.68212
1177	15821.15058
1178	15769.43321
1179	15755.27477
1180	15748.42381
1181	15733.17593
1182	15718.8796
1183	15706.95031
1184	15705.16691
1185	15700.45424
1186	15699.25669
1187	15688.20254
1188	15686.47613
1189	15681.34737
1190	15672.64507
1191	15672.43459
1192	15662.07108
1193	15652.37291
1194	15645.7282
1195	15633.56137
1196	15625.01783
1197	15615.46631
1198	15605.40851
1199	15555.53313
1200	15540.53036
1201	15531.06408
1202	15525.38372
1203	15505.78331
1204	15481.67557
1205	15479.81062
1206	15467.93702
1207	15460.49351
1208	15460.3379
1209	15459.28351
1210	15454.6985
1211	15443.91425
1212	15436.60418
1213	15427.585
1214	15418.31637
1215	15413.31305
1216	15404.32817
1217	15400.75604
1218	15400.51402
1219	15400.34492
1220	15395.34014
1221	15351.38204
1222	15347.93763
1223	15347.10844
1224	15297.13404
1225	15288.79699
1226	15281.84029
1227	15275.31279
1228	15267.11564
1229	15258.50489
1230	15249.65573
1231	15246.49619
1232	15239.8189
1233	15227.69025
1234	15227.58976
1235	15224.72765
1236	15210.64713
1237	15207.47185
1238	15199.00749
1239	15195.60333
1240	15190.6684
1241	15189.26059
1242	15183.41779
1243	15174.9468
1244	15174.83134
1245	15163.89182
1246	15056.60668
1247	15054.7776
1248	15046.48783
1249	15024.8802
1250	15019.74001
1251	15015.96315
1252	15009.36226
1253	15007.33472
1254	15005.43817
1255	14998.68031
1256	14993.22536
1257	14976.98486
1258	14967.91641
1259	14963.17902
1260	14834.40564
1261	14826.45692
1262	14822.64729
1263	14821.33564
1264	14821.15453
1265	14818.1943
1266	14811.85247
1267	14803.01911
1268	14796.06793
1269	14795.79836
1270	14793.75667
1271	14791.09254
1272	14779.87747
1273	14776.19183
1274	14770.3036
1275	14765.79844
1276	14749.9406
1277	14747.24591
1278	14747.1598
1279	14742.85535
1280	14729.54282
1281	14725.73732
1282	14715.30101
1283	14708.04957
1284	14704.7088
1285	14700.70556
1286	14700.63349
1287	14695.3192
1288	14691.52768
1289	14687.10993
1290	14680.97108
1291	14673.60169
1292	14659.17193
1293	14655.45919
1294	14649.35714
1295	14646.36634
1296	14642.31087
1297	14639.16511
1298	14634.73792
1299	14630.56742
1300	14626.5795
1301	14621.73803
1302	14614.81489
1303	14610.27962
1304	14609.1714
1305	14604.27783
1306	14598.70188
1307	14597.23034
1308	14546.98646
1309	14536.7134
1310	14535.04891
1311	14532.16109
1312	14526.6293
1313	14526.20391
1314	14517.14586
1315	14505.04942
1316	14496.70362
1317	14495.91606
1318	14490.75931
1319	14490.14422
1320	14482.37646
1321	14478.13075
1322	14473.20294
1323	14473.11925
1324	14464.53087
1325	14462.51291
1326	14455.89639
1327	14445.049
1328	14442.1214
1329	14437.25197
1330	14424.71442
1331	14414.13896
1332	14410.25368
1333	14407.29874
1334	14407.13223
1335	14403.56362
1336	14395.99498
1337	14393.22874
1338	14388.43351
1339	14383.51906
1340	14382.93999
1341	14379.76405
1342	14375.62885
1343	14371.98701
1344	14366.30214
1345	14360.01081
1346	14355.54629
1347	14343.96041
1348	14337.67104
1349	14334.62111
1350	14332.10462
1351	14330.05829
1352	14328.36687
1353	14327.36672
1354	14325.36281
1355	14312.55836
1356	14302.81086
1357	14299.52505
1358	14293.64774
1359	14293.54231
1360	14291.70162
1361	14288.21323
1362	14282.14431
1363	14274.72366
1364	14274.43531
1365	14267.5191
1366	14263.36962
1367	14263.27247
1368	14257.65453
1369	14252.05436
1370	14251.95951
1371	14250.83901
1372	14246.3924
1373	14239.00529
1374	14235.28871
1375	14232.92109
1376	14226.21593
1377	14224.02396
1378	14221.3646
1379	14214.77277
1380	14210.64652
1381	14206.94745
1382	14202.30394
1383	14202.20956
1384	14197.15389
1385	14187.68836
1386	14187.53386
1387	14087.87491
1388	14045.56232
1389	14045.37585
1390	14037.84015
1391	14029.67149
1392	13981.37358
1393	13977.82838
1394	13975.42098
1395	13971.68326
1396	13926.22215
1397	13925.86629
1398	13890.50476
1399	13887.30191
1400	13879.3574
1401	13875.47123
1402	13875.12048
1403	13857.2198
1404	13851.5548
1405	13848.26314
1406	13840.2277
1407	13836.85176
1408	13836.59883
1409	13831.31386
1410	13826.8852
1411	13823.77885
1412	13818.99732
1413	13816.39432
1414	13813.43699
1415	13708.25305
1416	13703.19599
1417	13700.98178
1418	13672.6923
1419	13666.35868
1420	13660.07064
1421	13651.7317
1422	13647.99531
1423	13642.72827
1424	13640.78703
1425	13640.53548
1426	13629.0509
1427	13618.9974
1428	13618.91704
1429	13610.86759
1430	13607.54447
1431	13605.27682
1432	13601.59805
1433	13593.60557
1434	13589.47263
1435	13580.68687
1436	13485.33002
1437	13483.04955
1438	13481.43565
1439	13477.56723
1440	13461.52847
1441	13459.27659
1442	13457.07465
1443	13456.82227
1444	13455.02302
1445	13447.94467
1446	13447.3745
1447	13445.55777
1448	13445.43674
1449	13416.60458
1450	13410.44046
1451	13406.6151
1452	13406.55994
1453	13399.67242
1454	13381.88115
1455	13379.91096
1456	13350.44417
1457	13346.112
1458	13339.71501
1459	13335.13986
1460	13335.08138
1461	13333.09728
1462	13322.40117
1463	13319.4721
1464	13311.95184
1465	13308.80436
1466	13308.76893
1467	13306.68434
1468	13301.02065
1469	13295.2803
1470	13293.67197
1471	13241.44401
1472	13238.29355
1473	13238.18864
1474	13230.53543
1475	13227.86488
1476	13227.79424
1477	13224.78782
1478	13215.64153
1479	13209.26616
1480	13201.71386
1481	13200.52992
1482	13195.91419
1483	13192.88728
1484	13138.50655
1485	13137.50018
1486	13135.38897
1487	13122.63927
1488	13121.53846
1489	13114.98546
1490	13111.4735
1491	13105.6948
1492	13102.26534
1493	13100.20446
1494	13098.37127
1495	13090.18704
1496	13086.94549
1497	13085.50183
1498	13082.38808
1499	13078.90174
1500	13071.58754
1501	13066.42992
1502	13065.72627
1503	13060.03874
1504	13056.3066
1505	13053.27161
1506	13052.13698
1507	13052.02986
1508	13048.01375
1509	13040.885
1510	13039.08089
1511	13031.08245
1512	13026.64873
1513	13021.79779
1514	13020.21635
1515	13018.72788
1516	13017.20565
1517	13013.66144
1518	13012.55982
1519	13008.01941
1520	13002.27161
1521	13001.93957
1522	12931.60334
1523	12928.73829
1524	12922.33518
1525	12921.01093
1526	12914.47855
1527	12909.26543
1528	12907.03845
1529	12902.82469
1530	12901.83334
1531	12900.28742
1532	12898.45267
1533	12895.7951
1534	12892.007
1535	12888.96884
1536	12886.44188
1537	12879.47777
1538	12865.34141
1539	12863.54115
1540	12858.15117
1541	12857.99207
1542	12857.95152
1543	12854.72504
1544	12853.59684
1545	12849.58773
1546	12846.91682
1547	12844.86631
1548	12828.29907
1549	12825.63638
1550	12821.76285
1551	12806.82625
1552	12801.05829
1553	12796.56831
1554	12790.75758
1555	12788.94626
1556	12779.3423
1557	12774.36812
1558	12766.19162
1559	12761.58539
1560	12758.58153
1561	12758.56244
1562	12758.40287
1563	12757.84963
1564	12754.47145
1565	12750.65809
1566	12750.53903
1567	12740.13952
1568	12732.50722
1569	12731.36307
1570	12727.48674
1571	12725.91923
1572	12719.28829
1573	12716.52435
1574	12714.06892
1575	12710.40412
1576	12700.59214
1577	12698.48924
1578	12694.96263
1579	12693.83291
1580	12691.23139
1581	12690.71945
1582	12683.16167
1583	12675.63455
1584	12675.51737
1585	12672.8525
1586	12671.45487
1587	12666.04043
1588	12661.70241
1589	12654.99698
1590	12654.95163
1591	12652.39941
1592	12647.15371
1593	12641.47168
1594	12633.04139
1595	12632.86081
1596	12627.44047
1597	12624.94668
1598	12616.43353
1599	12534.5395
1600	12532.59108
1601	12529.04739
1602	12518.60587
1603	12514.03923
1604	12505.38083
1605	12501.52783
1606	12492.58903
1607	12488.50191
1608	12484.36978
1609	12482.87626
1610	12479.9174
1611	12467.79209
1612	12464.3879
1613	12456.80554
1614	12450.64721
1615	12442.44318
1616	12439.51905
1617	12435.14006
1618	12435.06911
1619	12432.31394
1620	12427.07442
1621	12426.90287
1622	12426.67928
1623	12424.33254
1624	12418.22295
1625	12413.40472
1626	12413.36178
1627	12412.22991
1628	12408.90545
1629	12403.94452
1630	12388.0951
1631	12379.98108
1632	12379.9129
1633	12378.0722
1634	12374.76879
1635	12372.44844
1636	12367.4087
1637	12361.87936
1638	12353.82952
1639	12350.3764
1640	12342.31817
1641	12340.64767
1642	12340.11867
1643	12337.0599
1644	12331.99624
1645	12329.05261
1646	12324.77156
1647	12324.61512
1648	12319.42512
1649	12278.8912
1650	12277.39337
1651	12273.59517
1652	12273.53214
1653	12272.94471
1654	12272.89373
1655	12270.18155
1656	12249.09238
1657	12247.79806
1658	12240.34237
1659	12161.10241
1660	12160.90142
1661	12156.09782
1662	12149.56188
1663	12141.77791
1664	12128.26863
1665	12128.13449
